id;commentaires;premiere_diffusion_episode;titre_episode;numero_episode;note;duree;numero_saison;resume_episode;votes;pays;premiere_diffusion_serie;genres_serie;titre_serie;status_serie;resume_serie;annee_premiere_diffusion_serie
75447;0;2011-02-18 01:00:00;The Cohabitation Formulation;16;8.00841;20;4;As Wolowitz contemplates taking things with Bernadette to the next level, Leonard rekindles his relationship with Raj's sister.;2498;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75448;2;2011-02-25 01:00:00;The Toast Derivation;17;8.03484;21;4;Sheldon becomes concerned when everybody begins to hang out at Raj's apartment and discovers Leonard is the center of the group.;2583;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75449;0;2011-03-11 01:00:00;The Prestidigitation Approximation;18;8.18699;21;4;Sheldon is baffled by Wolowitz's magic trick. Meanwhile, Leonard realizes dating Priya may make it impossible to continue being friends with Penny.;2690;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75450;2;2011-04-01 00:00:00;The Zarnecki Incursion;19;8.10924;21;4;The guys go all out to help Sheldon find the person responsible for hacking his online gaming account, while the girls' hatred for Priya increases.;2609;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75451;1;2011-04-08 00:00:00;The Herb Garden Germination;20;8.16883;21;4;Sheldon and Amy decide to start several rumors about the others as a test. Meanwhile, Howard takes his relationship with Bernadette to even higher level.;2624;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75452;2;2011-04-29 00:00:00;The Agreement Dissection;21;8.13016;20;4;When Priya finds a loophole in the roommate agreement to throw Sheldon out for the night, Penny, Amy and Bernadette take him to a nightclub.;2643;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75453;0;2011-05-06 00:00:00;The Wildebeest Implementation;22;8.05675;21;4;Raj attempts to cure his social anxiety disorder while Penny uses Bernadette to spy on Leonard and his girlfriend.;2608;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75454;1;2011-05-13 00:00:00;The Engagement Reaction;23;8.13651;19;4;When Howard finally breaks the news to his mom that he's engaged to Bernadette, it lands her in the hospital.;2498;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75455;1;2011-05-20 00:00:00;The Roommate Transmogrification;24;8.31127;21;4;When Bernadette receives her PhD, Wolowitz feels emasculated. Raj and Leonard swap places and Penny does something she's regrets.;2644;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75456;1;2011-09-23 00:00:00;The Skank Reflex Analysis;1;8.03084;21;5;Penny is worried with how damaged her friendship with the guys will be in the aftermath of her sleeping with Raj while Sheldon becomes the leader of the paintball team.;3275;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75457;1;2011-09-23 00:00:00;The Infestation Hypothesis;2;8.0225;19;5;A fight between Sheldon and Penny leaves Amy caught in the middle, while Leonard tries to spice up his long-distance relationship with Priya.;3066;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75458;2;2011-09-30 00:00:00;The Pulled Groin Extrapolation;3;7.98718;20;5;Leonard and Amy get to know each other better, while Howard and Bernadette spend the weekend with Mrs. Wolowitz.;3042;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75459;0;2011-10-07 00:00:00;The Wiggly Finger Catalyst;4;8.02474;20;5;Penny plays Matchmaker for Raj, which results in him finding a girl he is comfortable talking to.;2991;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75460;2;2011-10-14 00:00:00;The Russian Rocket Reaction;5;8.08024;21;5;Sheldon and Leonard get invited to a party at Wil Wheaton's house, and Howard gets an out-of-this-world opportunity.;2879;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75461;0;2011-10-21 00:00:00;The Rhinitis Revelation;6;7.96186;21;5;Sheldon's mother, Mary Cooper, comes to visit, but Sheldon is annoyed that she also spends time with the rest of the gang, instead of catering to his every demand.;2884;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75462;1;2011-10-28 00:00:00;The Good Guy Fluctuation;7;8.27828;19;5;A cute comic book artist puts Leonard and Priya’s relationship to the test, while Sheldon tries to scare the guys for Halloween.;3112;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75463;0;2011-11-04 00:00:00;The Isolation Permutation;8;7.96331;21;5;Amy becomes heartbroken when she discovers that Penny and Bernadette went wedding dress shopping without her.;2807;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75464;0;2011-11-11 01:00:00;The Ornithophobia Diffusion;9;8.07214;21;5;Leonard and Penny try hanging out as friends on a 'non-date', but end up purposely ruining each others chances with perspective dates. Meanwhile, Sheldon enlists the help of Bernadette and Amy to overcome his fear of birds.;2828;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75465;0;2011-11-18 01:00:00;The Flaming Spittoon Acquisition;10;8.04145;20;5;Sheldon considers taking his relationship with Amy to the next level when Stuart from the comic book store asks her out on a date.;2847;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75466;1;2011-12-09 01:00:00;The Speckerman Recurrence;11;7.81856;19;5;Leonard must face his fears after being contacted by his high school tormentor.;2673;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75467;0;2012-01-13 01:00:00;The Shiny Trinket Maneuver;12;8.03096;20;5;Sheldon gets in trouble with Amy when he isn't impressed by her recent accomplishment, and Howard must come to grips with Bernadette's dislike of children.;2842;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75468;1;2012-01-20 01:00:00;The Recombination Hypothesis;13;8.12711;21;5;Leonard, who broke up with Priya, asks Penny out to a spur-of the-moment romantic dinner for two, and the duo contemplates on their relationship.;2848;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75469;1;2012-01-27 01:00:00;The Beta Test Initiation;14;8.21696;20;5;"Leonard and Penny deal with the idea of starting a relationship again and Raj finally finds a ""woman"" he can talk to without being drunk, in the form of Siri on his new phone. Meanwhile, Sheldon decides to start a YouTube series entitled ""Sheldon Cooper presents Fun with Flags"" with the help of Amy.";2807;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75470;0;2012-02-03 01:00:00;The Friendship Contraction;15;8.06513;20;5;Sheldon's selfish demands force Leonard to reconsider their friendship. Meanwhile, Wolowitz tries to pick his astronaut nickname.;2779;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
