id;commentaires;premiere_diffusion_episode;titre_episode;numero_episode;note;duree;numero_saison;resume_episode;votes;pays;premiere_diffusion_serie;genres_serie;titre_serie;status_serie;resume_serie;annee_premiere_diffusion_serie
75516;0;2014-01-10 01:00:00;The Occupation Recalibration;13;7.8892500000000005;20;7;"Sheldon must learn how to relax when he is forced to take a vacation; Leonard tries to support Penny when she quits her job; Bernadette needs to replace one of Stuart's comic books.";4641;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75517;0;2014-01-31 01:00:00;The Convention Conundrum;14;7.93354;20;7;"Unable to get Comic-Con tickets, Sheldon tries to hold his own convention and ends up spending a wild evening with James Earl Jones; the ladies try to act maturely.";4544;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75518;2;2014-02-07 01:00:00;The Locomotive Manipulation;15;8.13634;20;7;"Sheldon and Amy go on a trip to wine country with Howard and Bernadette; Penny and Leonard rush Raj's dog to the vet";4672;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75519;0;2014-02-28 01:00:00;The Table Polarization;16;7.90297;19;7;"When Leonard buys a dining room table, Sheldon re-evaluates the changes in his life; Bernadette is torn when Wolowitz gets the chance to go back to space.";4607;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75520;0;2014-03-07 01:00:00;The Friendship Turbulence;17;7.85572;19;7;"Bernadette tries to negotiate peace between Sheldon and Wolowitz; Penny receives an embarrassing offer; Raj wants Amy to write to a woman on his behalf.";4526;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75521;0;2014-03-14 00:00:00;The Mommy Observation;18;7.86905;20;7;"Sheldon is faced with a new reality when he visits his mom in Houston; a murder mystery party starts arguments.";4559;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75522;1;2014-04-04 00:00:00;The Indecision Amalgamation;19;8.16124;19;7;"Raj struggles with guilt when he dates two women at once; Penny has a chance to play a part in a cheesy movie; Sheldon is torn between two gaming systems.";4726;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75523;0;2014-04-11 00:00:00;The Relationship Diremption;20;8.00772;20;7;"Sheldon has a personal crisis when he decides string theory is a waste of his time; a double date ends in embarrassment for Howard.";4663;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75524;0;2014-04-25 00:00:00;The Anything Can Happen Recurrence;21;7.93822;18;7;"Sheldon gives spontaneity a try, which causes unexpected friction for Penny, Bernadette and Amy; Raj asks Howard for help with preparation for a date with Emily.";4662;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75525;0;2014-05-02 00:00:00;The Proton Transmogrification;22;7.93977;21;7;"Professor Proton helps Sheldon deal with grief; Leonard gets into a competition with Penny; Bernadette and Amy prepare a ""Star Wars Day"" gift for the guys.";4533;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75526;3;2014-05-09 00:00:00;The Gorilla Dissolution;23;8.04311;19;7;"A bad day compels Penny to re-evaluate her choices -- including Leonard; Bernadette and Howard must care for Mrs. Wolowitz; Sheldon gives Raj advice on relationships.";4662;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75527;1;2014-05-16 00:00:00;The Status Quo Combustion;24;8.06768;21;7;"Faced with an uncertain future, Sheldon considers a major change; Emily and Raj decide to take things to the next level.";4743;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75528;1;2014-09-23 00:00:00;The Locomotion Interruption;1;7.6538900000000005;21;8;"Leonard and Amy make an unexpected trip to Arizona to fetch Sheldon; Penny interviews for a job at Bernadette's company; Stuart's relationship with Mrs. Wolowitz disturbs Howard.";5611;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75529;0;2014-09-23 00:00:00;The Junior Professor Solution;2;7.88105;19;8;"When Sheldon must teach a class, Howard decides to take it; Amy takes advantage of the tension between Penny and Bernadette.";5347;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75530;1;2014-09-30 00:00:00;The First Pitch Insufficiency;3;7.65292;19;8;"Wolowitz feels nervous when he is asked to throw the first pitch at a Los Angeles Angels game; Penny and Leonard want to prove Sheldon wrong after he says he and Amy are the better couple.";5068;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75531;0;2014-10-07 00:00:00;The Hook-Up Reverberation;4;7.67757;19;8;"Raj's honesty comes back to haunt him when his new girlfriend is unfriendly to Penny; the guys think about becoming part owners in Stuart's store.";5077;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75532;0;2014-10-14 00:00:00;The Focus Attenuation;5;7.77585;19;8;"During their weekend in Las Vegas, Bernadette and Amy accuse Penny of being a buzz kill; the guys try to invent the next big thing.";5059;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75533;1;2014-10-21 00:00:00;The Expedition Approximation;6;7.67981;21;8;Sheldon and Raj test whether they could survive a dark-matter research expedition in a salt mine by simulating the conditions in a steam tunnel deep underground. Leonard and Penny seek advice from Howard and Bernadette after they fight about money.;4894;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75534;0;2014-10-31 00:00:00;The Misinterpretation Agitation;7;7.79847;19;8;The guys try to help Penny out of an awkward work dilemma, when a smitten doctor shows up at her door after her flirtatious sales techniques work a little too well. Meanwhile, Amy and Bernadette argue over whether or not female scientists should play up their sexuality.;4972;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
1392144;1;2014-11-07 01:00:00;The Prom Equivalency;8;7.93219;20;8;"When the gang recreates a high-school prom night on the roof of the guys'; apartment building, Sheldon feels pressure to participate in all the typical romantic traditions.";5088;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
1392145;2;2014-11-14 01:00:00;The Septum Deviation;9;7.78852;20;8;When Leonard gets minor surgery on his nose, Sheldon is the one in need of sympathy. Meanwhile, Raj's parents' impending divorce causes Howard and Bernadette to work on their own marriage.;4998;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
1392146;1;2014-11-21 01:00:00;The Champagne Reflection;10;7.59118;19;8;"While Sheldon says a tearful goodbye to the final instalment of ""Fun with Flags"", Leonard, Howard and Raj search for something significant in a dead professor's research. And Bernadette is shocked to learn of her co-workers’ true feelings from Penny.";4853;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
1392147;2;2014-12-12 01:00:00;The Clean Room Infiltration;11;7.71019;19;8;Leonard and Howard turn to Raj for help in dealing with a work emergency when they nearly come to blows after blaming each other for a potential disaster at the university. Amy throws an authentic Victorian Christmas party, while Sheldon seeks revenge on her for making him celebrate the holidays.;4703;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
1392148;0;2014-12-19 01:00:00;The Space Probe Disintegration;12;7.50194;20;8;Wolowitz tries to distract Raj, who is anxiously awaiting data from a space probe he helped launch. Meanwhile, Sheldon and Leonard go dress shopping with Penny and Amy.;3602;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
1405050;4;2015-01-30 01:00:00;The Anxiety Optimization;13;7.57785;20;8;"The gang tries to help Sheldon when he becomes stuck in a rut at work by increasing his anxiety level. Howard teases Raj with a new game called ""Cinnamon or Emily?""";3584;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
1723953;0;2015-02-06 01:00:00;The Troll Manifestation;14;7.78108;21;8;Leonard and Sheldon publish a paper which is widely accepted except for comments from an internet troll. Meanwhile, the girls reminisce about embarassing incidents from their past.;3668;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
1726180;6;2015-02-20 01:00:00;The Comic Book Store Regeneration;15;7.67381;20;8;Wolowitz receives some shocking news as everyone prepares for the reopening of Stuart’s comic book store. Penny teaches Sheldon how to “let it go,” but can’t follow her own advice after she learns something infuriating about Amy. Also, Leonard and Raj think they spot Nathan Fillion at a restaurant.;3875;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
1726181;7;2015-02-27 01:00:00;The Intimacy Acceleration;16;7.67447;20;8;As a joke, Sheldon and Penny try an experiment designed to make participants fall in love.  Also, Leonard, Amy, Raj and Emily spend the evening trying to escape a room with a “zombie.” And, after returning from Mrs. Wolowitz’ funeral, Bernadette and Howard run into trouble at the airport.;3972;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
1754505;9;2015-03-06 01:00:00;The Colonization Application;17;7.65685;20;8;Trouble arises when Amy learns Sheldon has applied for a one-way mission to colonize Mars. Also, a trip to the pet store ends in a fight for Sheldon and Amy, Leonard surprises Penny with a very “adult” purchase, and Raj is caught snooping in Emily’s apartment.;4348;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
1763644;3;2015-03-13 00:00:00;The Leftover Thermalization;18;7.51117;19;8;Friction ensues when a magazine fails to mention Leonard in an article about the paper he co-wrote with Sheldon. Also, a blackout at Mrs. Wolowitz’s home leads to a final family dinner in her honor.;4791;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
1765390;6;2015-04-03 00:00:00;The Skywalker Incursion;19;7.63343;21;8;When Leonard and Sheldon are invited to speak at UC Berkeley, they take a detour to try to meet an idol. Also, when Bernadette and Howard battle over the fate of his Doctor Who TARDIS, Raj and Amy offer to settle the dispute with a game of ping pong.;4984;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
1765391;7;2015-04-10 00:00:00;The Fortification Implementation;20;7.62131;19;8;When Sheldon and Amy build a blanket fort, they come to major crossroads in their relationship. Also, Wolowitz meets the half-brother he never knew he had, and when Penny is invited to appear on Wil Wheaton’s podcast, she and Leonard have a huge, on-air argument.;4983;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
1765392;1;2015-04-17 00:00:00;The Communication Deterioration;21;7.45078;18;8;When Raj is asked to create a message in case a NASA mission discovers alien life, the guys fight over what he should do. Also, Penny is torn between auditioning for a movie or keeping her successful pharmaceutical sales job.;4947;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
1765393;3;2015-04-24 00:00:00;The Graduation Transmission;22;7.5901;19;8;Wolowitz questions his engineering abilities when he and Sheldon can’t get a toy drone to fly. Meanwhile, a cancelled flight nearly prevents Leonard from giving the commencement address at his former high school, and Raj pits his parents against each other when his father cuts him off financially.;4828;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
1765394;3;2015-05-01 00:00:00;The Maternal Combustion;23;7.5719;18;8;Personalities collide when Sheldon and Leonard’s mothers finally meet. Meanwhile, Howard finally decides to “man up” and do his fair share of the housework – but not without a little help from his friends.;4805;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
1765395;17;2015-05-08 00:00:00;The Commitment Determination;24;7.77327;20;8;Sheldon pushes Leonard and Penny to choose a date for their wedding and deals with dramatic changes in his own relationship with Amy.;4684;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
1860456;17;2015-09-22 00:00:00;The Matrimonial Momentum;1;7.4995;20;9;Sheldon is confronted by a mystery of the universe he cannot unravel: when a woman wants time apart to think, exactly how much time does that mean, and is there any way to hurry the process along? In Las Vegas, Penny and Leonard march closer to marching down the aisle, but has Penny gotten over Leonard’s infidelity? And if so, will he do anything to un-get her over it?;6981;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
1965697;14;2015-09-29 00:00:00;The Separation Oscillation;2;7.591;19;9;Leonard confronts the woman he kissed on the North Sea in an attempt to set Penny’s mind at ease. Also, Sheldon films a special episode of “Fun with Flags” after his breakup with Amy, and Bernadette feels guilty about withholding a secret from Penny.;6489;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
1971269;6;2015-10-06 00:00:00;The Bachelor Party Corrosion;3;7.65621;19;9;The guys’ science skills are put to the test when they get a flat tire during Leonard’s bachelor party weekend in Mexico. Also, the girls force Penny to finally tell her family that she eloped with Leonard.;6405;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
1990453;6;2015-10-13 00:00:00;The 2003 Approximation;4;7.5674600000000005;18;9;Leonard and Penny finally move in together leaving Sheldon very upset with this big change in his life and wishing he could go back to a time when he had no emotions in 2003 before he met Leonard. Raj, Howard and Stuart attempt to form a band.;6293;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
1994271;5;2015-10-20 00:00:00;The Perspiration Implementation;5;7.55582;18;9;The guys take a fencing lesson from Barry Kripke and Sheldon finds himself in an awkward position when Kripke expresses interest in Amy. Also, when Stuart struggles to get female customers at the Comic Book Store, Penny, Amy and Bernadette come by to help him out.;5975;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
1998590;4;2015-10-27 00:00:00;The Helium Insufficiency;6;7.46065;19;9;In the midst of a nation-wide helium shortage, Sheldon and Leonard take desperate measures to get the supplies they need. Also, Penny and Bernadette download a dating app on Amy's phone to try and find her a new man.;5896;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
1998592;2;2015-11-06 01:00:00;The Spock Resonance;7;7.6247;18;9;Adam Nimoy, friend of Wil Wheaton and son of Leonard Nimoy, interviews Sheldon for a Star Trek documentary. Sheldon gets off topic and ends up revealing an engagement ring and his plan to propose to Amy. Bernadette wants to start renovating the house and the issue of starting a family with Howard is brought up.;6187;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
2034709;9;2015-11-13 01:00:00;The Mystery Date Observation;8;7.69414;19;9;Amy has a formal date which Leonard, Penny and Bernadette secretly spy on. Sheldon has Howard and Raj help him find a new girlfriend since they found Amy for him.;6176;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
2040192;12;2015-11-20 01:00:00;The Platonic Permutation;9;7.68574;21;9;It’s Thanksgiving. Sheldon and Amy go on a lunch date to the aquarium as friends. Howard, Bernadette, Raj and Emily help out at a soup kitchen. Leonard and Penny make their first Thanksgiving dinner as a married couple.;6310;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
2052057;13;2015-12-11 01:00:00;The Earworm Reverberation;10;7.88581;21;9;"Sheldon has a revelation when he realizes why a song was stuck in his head. Also, Amy invites Dave over for dinner despite their previously awkward date, and Wolowitz and Koothrappali become obsessed with a fan of their band, ""Footprints on the Moon"".";6393;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
2058961;20;2015-12-18 01:00:00;The Opening Night Excitation;11;8.18062;21;9;As the guys prepare to go to the premiere of the new Star Wars movie, Sheldon plans a special event for Amy's birthday.;6810;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
2081130;2;2016-01-08 01:00:00;The Sales Call Sublimation;12;7.57629;18;9;Leonard visits a psychiatrist so Penny can make a sales call. Stuart moves out of the Wolowitz house. Sheldon works with Raj looking for extra-solar planets.;6410;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
2087315;5;2016-01-15 01:00:00;The Empathy Optimization;13;7.6239;18;9;The gang decides to head to Vegas for the week on a party bus. Sheldon learns about the importance of empathy and saying sorry.;6469;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
2121704;3;2016-02-05 01:00:00;The Meemaw Materialization;14;7.62071;18;9;Sheldon is thrilled when his Meemaw comes to visit, but his excitement quickly fades when she butts heads with Amy.  Also, Raj meets a new girl at the comic book store who makes him question his relationship with Emily.;6607;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
2130037;7;2016-02-12 01:00:00;The Valentino Submergence;15;7.61682;19;9;Sheldon and Amy host a live Valentine's Day episode of Fun with Flags, Leonard and Penny grapple with getting older, Howard and Bernadette find a surprise in their hot tub and Raj is torn between Emily and the cute girl he met at the Comic Bookstore.;6540;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
2140009;6;2016-02-19 01:00:00;The Positive Negative Reaction;16;7.70923;19;9;When the gang finds out about Bernadette's pregnancy, they celebrate by singing karaoke.  Also, Bernadette is concerned when Wolowitz freaks out over her pregnancy announcement, and Wolowitz is convinced he must make more money to provide for a baby.;6813;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
2145521;6;2016-02-26 01:00:00;The Celebration Experimentation;17;7.59985;19;9;After more than nine years together, the gang finally celebrates Sheldon’s birthday, surprising him with a special guest.;6525;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
2162795;3;2016-03-11 01:00:00;The Application Deterioration;18;7.67593;19;9;Sheldon works up a contract to split their portion of their guidance system invention royalties, but Bernadette does not like how it's done. Raj must again decide between Emily and Claire when they both contact him.;6619;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
2169547;5;2016-04-01 00:00:00;The Solder Excursion Diversion;19;7.63835;20;9;Amy is shocked at a revelation from Sheldon after she buys him a new laptop.  Koothrappali sells out Leonard and Wolowitz after they lie to their wives in order to attend an early screening of a movie.;7311;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
2181271;5;2016-04-08 00:00:00;The Big Bear Precipitation;20;7.63342;19;9;Secrets are revealed when Amy and Sheldon join Penny and Leonard on a weekend cabin trip. Raj is more excited about Howard's and Bernadette's impending parenthood than they are.;7679;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
2184691;17;2016-04-22 00:00:00;The Viewing Party Combustion;21;7.61133;18;9;Everyone must choose sides when a small argument between Leonard and Sheldon erupts into a heated fight during a group get-together.;7765;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
2184692;7;2016-04-29 00:00:00;The Fermentation Bifurcation;22;7.66062;20;9;Sheldon and Bernadette spend a night together while the rest of the gang goes to a wine tasting party, but things get uncomfortable for Raj when Zack also attends and takes an interest in Claire.;7826;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
2184693;7;2016-05-06 00:00:00;The Line Substitution Solution;23;7.62619;18;9;Sheldon hires Stuart to spend the day with Amy when he’d rather go to a movie screening. Also, Leonard’s mother, Beverly, comes to town and Penny struggles to make a connection with her.;7691;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
2184694;13;2016-05-13 00:00:00;The Convergence Convergence;24;7.79063;19;9;Leonard and Penny get remarried in front of their friends (who show up), Leonard's parents, Beverly and Alfred (Judd Hirsch) and Sheldon's mother, Mary, who finds something in common with Alfred. Howard gets an unknown email from the Air Force about his invention.;8029;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
2244839;13;2016-09-20 00:00:00;The Conjugal Conjecture;1;7.68196;21;10;After Leonard's father, Alfred and Sheldon's mother, Mary share an evening together, everyone deals with an awkward morning the following day. Also, Penny's family arrives for the ceremony, including her anxiety-ridden mother, Susan, and her drug dealing brother, Randall.;10307;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
2267810;5;2016-09-27 00:00:00;The Military Miniaturization;2;7.65269;18;10;The Air Force shows interest in the guidance system and Penny lets it slip at work that Bernadette is expecting.;9493;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
2298780;1;2016-10-04 00:00:00;The Dependence Transcendence;3;7.6265;20;10;Sheldon can't keep up with the late nights Howard and Leonard are putting in, Raj spends the day with a pregnant Bernadette and Penny and Amy attend a faculty party.;9154;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
2298781;9;2016-10-11 00:00:00;The Cohabitation Experimentation;4;7.83498;20;10;"When Amy's apartment floods, she proposes a ""cohabitation experiment"" with Sheldon. Also, Howard and Bernadette are upset when Koothrappali learns the gender of the baby before they do.";9302;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
2313216;2;2016-10-18 00:00:00;The Hot Tub Contamination;5;7.63319;19;10;Leonard and Penny must separate a quarreling Sheldon and Amy when their cohabitation does not go as planned, and Sheldon threatens to break off their relationship when Amy refuses to adhere to the bathroom schedule. Also, Howard and Bernadette find unexpected guests at their house when they decide to stay home from a planned vacation.;9299;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
2313222;1;2016-10-28 00:00:00;The Fetal Kick Catalyst;6;7.67104;18;10;"Penny is surprised to learn she has fans of her performance in ""Serial Ape-ist"" when she attends Van Nuys Comic Con with Leonard. Also, Amy hosts a Sheldon-style brunch at Penny’s apartment, and Wolowitz makes an impulsive purchase when he starts stressing out about the baby on the way.";9366;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
2313223;5;2016-11-04 00:00:00;The Veracity Elasticity;7;7.7951;20;10;"In order to continue living with Sheldon, Amy lies to him about repairs being made to her apartment and they host an ""on location"" episode of ""Fun With Flags"" in Penny’s apartment. Also, Leonard lets Penny decorate Sheldon’s old room after he learns that she has been secretly moving Leonard’s collectibles into storage.";9312;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
